1.000000000000000000e+00 1.123776556614154617e-13 7.799999999999999822e+00
1.157946629165268987e+08 1.123776556614154668e-12 7.860000000000000320e+00
1.269452049889616966e+09 1.123776556614154506e-11 7.900000000000000355e+00
1.267708525005907059e+10 1.123776556614154539e-10 8.150000000000000355e+00
1.211370595001572113e+11 1.346306567824878224e-09 1.159999999999999964e+01
1.017364459510011108e+12 1.557710078475065756e-08 1.639999999999999858e+01
6.076705858546280273e+12 1.891505095291151346e-07 4.509999999999999432e+01
4.872391666226939062e+13 6.475623326232058660e-06 2.120000000000000000e+02
3.206724388438867500e+14 2.114035106501875084e-04 1.150000000000000000e+03
2.085685492452927000e+15 1.084166214618645721e-02 1.044000000000000000e+04
4.300724422116230500e+15 5.527645478474375873e-02 2.622000000000000000e+04
8.585327648535554000e+15 2.704852286266346550e-01 6.587000000000000000e+04
1.661134940613050000e+16 1.280660214517714834e+00 1.654000000000000000e+05
3.113184639693158800e+16 5.859215195178355096e+00 4.155999999999999418e+05
5.637078789809273600e+16 2.579122829932287431e+01 1.044000000000000000e+06
9.823793802270345600e+16 1.085390129680304909e+02 2.622000000000000000e+06
1.651370193851721920e+17 4.351574369225701275e+02 6.588000000000000000e+06
1.833070570850680000e+17 5.851426644785979079e+02 8.292999999999999069e+06
2.575234489468157120e+17 1.596652830436942395e+03 1.655000000000000000e+07
3.565410566998837760e+17 4.264787664853519345e+03 3.302000000000000000e+07
4.855034973143420160e+17 1.119325956389940075e+04 6.589000000000000745e+07
6.514242926503165440e+17 2.897340745963622612e+04 1.315000000000000000e+08
8.653913867049318400e+17 7.428051774213957833e+04 2.624000000000000000e+08
9.351655321505760000e+17 9.722336189796518011e+04 3.304000000000000000e+08
1.113042991360343040e+18 1.812506941311344563e+05 5.237000000000000000e+08
1.322173059425539072e+18 3.370217019786410383e+05 8.301000000000000000e+08
1.440858462676231168e+18 4.594132081445390359e+05 1.044999999999999881e+09
1.518045189928308992e+18 5.603305682286021765e+05 1.316000000000000000e+09
1.639959584391740928e+18 7.632779384527823422e+05 1.657000000000000000e+09
