0.0	0.0713461838519	0.651266567976	0	0.0
2.72801902064e-24	0.0713461838519	0.651266567976	1.81229080442e-16	1e-08
3.01001535718e-24	0.0713461838519	0.651266567976	1.93512384783e-16	1.03333333333e-08
3.32116175947e-24	0.0713461838519	0.651266567976	2.06628224196e-16	1.06777777778e-08
3.66447148061e-24	0.0713461838519	0.651266567976	2.20633026059e-16	1.10337037037e-08
4.04326925477e-24	0.0713461838519	0.651266567976	2.35587042269e-16	1.14014938272e-08
4.46122349515e-24	0.0713461838519	0.651266567976	2.51554608467e-16	1.17815436214e-08
4.92238182015e-24	0.0713461838519	0.651266567976	2.68604420819e-16	1.21742617421e-08
5.431210252e-24	0.0713461838519	0.651266567976	2.86809831564e-16	1.25800704668e-08
5.99263646731e-24	0.0713461838519	0.651266567976	3.06249164592e-16	1.29994061491e-08
6.61209751843e-24	0.0713461838519	0.651266567976	3.27006052414e-16	1.34327196874e-08
7.29559248783e-24	0.0713461838519	0.651266567976	3.49169795967e-16	1.38804770103e-08
8.04974058537e-24	0.0713461838519	0.651266567976	3.72835748804e-16	1.43431595773e-08
8.88184525107e-24	0.0713461838519	0.651266567976	3.98105727334e-16	1.48212648965e-08
9.79996488424e-24	0.0713461838519	0.651266567976	4.25088448854e-16	1.53153070598e-08
1.08129908839e-23	0.0713461838519	0.651266567976	4.5389996845e-16	1.58258172951e-08
1.19307337564e-23	0.0713461838519	0.651266567976	4.84664302822e-16	1.63533445383e-08
1.31640181236e-23	0.0713461838519	0.651266567976	5.17513775413e-16	1.68984560229e-08
1.45247875526e-23	0.0713461838519	0.651266567976	5.52589712257e-16	1.74617378903e-08
1.60262202215e-23	0.0713461838519	0.651266567976	5.90043018154e-16	1.804379582e-08
1.76828565414e-23	0.0713461838519	0.651266567976	6.30034825895e-16	1.86452556806e-08
1.95107399713e-23	0.0713461838519	0.651266567976	6.72737189495e-16	1.92667642033e-08
2.15275723883e-23	0.0713461838519	0.651266567976	7.18333824404e-16	1.99089896768e-08
