0.0     0.0     0.0     0.0
7.8	1.01e8	1.	4.6987951807229624e24
7.86	1.01e9	1.157946629165269e8	4.734939759036205e24
7.9	1.01e10	1.269452049889617e9	4.7590361445783644e24
8.15	1.01e11	1.267708525005907e10	4.909638554215314e24
11.6	1.21e12	1.2113705950015721e11	6.987951807098076e24
16.4	1.4e13	1.0173644595100111e12	9.879518070489597e24
45.099999999999994	1.7e14	6.07670585854628e12	2.7168674629046014e25
212.	5.82e15	4.872391666226939e13	1.2771084035087641e26
1150.	1.9e17	3.2067243884388675e14	6.927709645088004e26
10440.	9.744e18	2.085685492452927e15	6.289148562640985e27
26220.	4.968e19	4.3007244221162305e15	1.579513843816999e28
65870.	2.431e20	8.585327648535554e15	3.968050678245718e28
165400.	1.151e21	1.66113494061305e16	9.963748410271617e28
415599.99999999994	5.266000000000001e21	3.1131846396931588e16	2.5035630314172187e29
1.044e6	2.318e22	5.637078789809274e16	6.288917532113081e29
2.622e6	9.755000000000001e22	9.823793802270346e16	1.579410809416864e30
6.588e6	3.911e23	1.651370193851722e17	3.968207649843547e30
8.292999999999999e6	5.259e23	1.83307057085068e17	4.995116726219748e30
1.655e7	1.435e24	2.575234489468157e17	9.967984755458204e30
3.302e7	3.8330000000000004e24	3.565410566998838e17	1.988624478073943e31
6.589000000000001e7	1.006e25	4.85503497314342e17	3.967807406359445e31
1.315e8	2.6040000000000004e25	6.514242926503165e17	7.917691186982454e31
2.624e8	6.676000000000001e25	8.653913867049318e17	1.5796486058940701e32
3.304e8	8.738e25	9.35165532150576e17	1.988876577393412e32
5.237e8	1.6290000000000002e26	1.113042991360343e18	3.152005155076383e32
8.301e8	3.029e26	1.322173059425539e18	4.995278531652059e32
1.0449999999999999e9	4.129e26	1.4408584626762312e18	6.287859551784352e32
1.316e9	5.0359999999999996e26	1.518045189928309e18	7.917701445937253e32
1.657e9	6.860000000000001e26	1.639959584391741e18	9.968319738044036e32
2.626e9	1.272e27	1.91663171314961e18	1.579408507997411e33
4.1639999999999995e9	2.3559999999999998e27	2.239467717942762e18	2.5037662935498529e33
6.601e9	4.362e27	2.6185275582698143e18	3.9678523904677733e33
8.311999999999999e9	5.662e27	2.793223911233673e18	4.995474308724729e33
1.046e10	7.702e27	3.010604603009213e18	6.285277578607203e33
1.318e10	1.048e28	3.246131568141483e18	7.918132634568089e33
1.659e10	1.425e28	3.4999157307955523e18	9.964646988214994e33
2.09e10	1.9379999999999999e28	3.774741006863546e18	1.255052800774333e34
2.6309999999999996e10	2.503e28	4.0147802067687107e18	1.5795456736527978e34
3.313e10	3.404e28	4.3178317264484357e18	1.9884884635040327e34
4.172e10	4.628e28	4.646291608758637e18	2.503379640977065e34
5.253999999999999e10	5.9489999999999995e28	4.927359777046148e18	3.151720931652274e34
6.617e10	8.089e28	5.287586080904093e18	3.9681517356129095e34
8.332e10	1.1e29	5.677637396835295e18	4.9949953101952895e34
1.049e11	1.495e29	6.097968154425379e18	6.286498800006776e34
1.322e11	2.0329999999999997e29	6.553704076675019e18	7.9195212538251845e34
1.664e11	2.5969999999999997e29	6.932922860174182e18	9.964341016667144e34
1.844e11	2.8919999999999997e29	7.100996231341637e18	1.1040243230014618e35
2.096e11	3.29e29	7.302912999460339e18	1.254619611126682e35
2.64e11	4.473e29	7.801189133603082e18	1.5795888920452948e35
3.325e11	5.815999999999999e29	8.252940103235717e18	1.9885657389337277e35
4.188e11	7.538e29	8.710551350551819e18	2.5035617806897248e35
4.2990000000000006e11	7.804999999999999e29	8.77401226274851e18	2.569780082714395e35
4.46e11	7.89e29	8.793402718214299e18	2.6658246944494853e35
5.228e11	8.351999999999999e29	8.888584165828377e18	3.1239465259536157e35
6.61e11	9.098e29	9.015182344330039e18	3.9482223843131026e35
7.964e11	9.830999999999999e29	9.115886202428306e18	4.7556976043121195e35
9.728e11	1.083e30	9.228938242554155e18	5.807556544067428e35
1.196e12	1.218e30	9.35354858834006e18	7.138304213736713e35
1.471e12	1.399e30	9.48930440152041e18	8.777653631971616e35
1.805e12	1.683e30	9.662916598353355e18	1.076837272716171e36
2.202e12	1.95e30	9.79664817449988e18	1.313417953138369e36
2.93e12	2.592e30	1.004639229994465e19	1.747157788902558e36
3.833e12	3.506e30	1.031719959699455e19	2.2850040348206384e36
4.933e12	4.771e30	1.060626231961342e19	2.939983642627298e36
6.248e12	6.481e30	1.0912488161142491e19	3.722722765704268e36
7.801e12	8.747999999999999e30	1.12354635360551e19	4.646805278760175e36
9.611e12	1.1699999999999999e31	1.157469224223553e19	5.723413975645762e36
1.246e13	1.695e31	1.2051044559782349e19	7.41725893488437e36
1.496e13	2.209e31	1.242585565332612e19	8.902909532230596e36
1.778e13	2.8479999999999997e31	1.281598407175551e19	1.057801059193907e37
