1.000000000000000000e+01 3.686578000000000288e-12 1.000000000000000000e+01
1.122017999999999915e+01 6.234226999999999665e-12 1.122017999999999915e+01
1.258924999999999983e+01 1.044700999999999953e-11 1.258924999999999983e+01
1.412537999999999982e+01 1.735248999999999970e-11 1.412537999999999982e+01
1.584892999999999930e+01 2.857570999999999840e-11 1.584892999999999930e+01
1.778278999999999854e+01 4.666594000000000098e-11 1.778278999999999854e+01
1.995261999999999958e+01 7.559089000000000406e-11 1.995261999999999958e+01
2.238720999999999961e+01 1.214788000000000086e-10 2.238720999999999961e+01
2.511886000000000152e+01 1.937248000000000091e-10 2.511886000000000152e+01
2.818383000000000038e+01 3.066284000000000120e-10 2.818383000000000038e+01
3.162277999999999878e+01 4.818013000000000328e-10 3.162277999999999878e+01
3.548134000000000299e+01 7.516840999999999975e-10 3.548134000000000299e+01
3.981072000000000344e+01 1.164648000000000092e-09 3.981072000000000344e+01
4.466835999999999984e+01 1.792355000000000063e-09 4.466835999999999984e+01
5.011872000000000327e+01 2.740302999999999858e-09 5.011872000000000327e+01
5.623413000000000039e+01 4.162854000000000398e-09 5.623413000000000039e+01
6.309573000000000320e+01 6.284524999999999657e-09 6.309573000000000320e+01
7.079457999999999629e+01 9.429984000000000593e-09 7.079457999999999629e+01
7.943282000000000664e+01 1.406606999999999918e-08 7.943282000000000664e+01
8.912509000000000015e+01 2.086038000000000154e-08 8.912509000000000015e+01
1.000000000000000000e+02 3.076248999999999848e-08 1.000000000000000000e+02
1.122018000000000058e+02 4.511603000000000142e-08 1.122018000000000058e+02
1.258924999999999983e+02 6.581259999999999998e-08 1.258924999999999983e+02
1.412538000000000125e+02 9.550204999999999986e-08 1.412538000000000125e+02
1.584892999999999859e+02 1.378785999999999916e-07 1.584892999999999859e+02
1.778278999999999996e+02 1.980683999999999924e-07 1.778278999999999996e+02
1.995261999999999887e+02 2.831518000000000090e-07 1.995261999999999887e+02
2.238720999999999890e+02 4.028652000000000121e-07 2.238720999999999890e+02
2.511886000000000081e+02 5.705391000000000429e-07 2.511886000000000081e+02
2.818383000000000038e+02 8.043478000000000393e-07 2.818383000000000038e+02
3.162278000000000020e+02 1.128967000000000053e-06 3.162278000000000020e+02
3.548134000000000015e+02 1.577765000000000046e-06 3.548134000000000015e+02
3.981071999999999775e+02 2.195688999999999909e-06 3.981071999999999775e+02
4.466836000000000126e+02 3.043050000000000028e-06 4.466836000000000126e+02
5.011872000000000185e+02 4.200474000000000400e-06 5.011872000000000185e+02
5.623413000000000466e+02 5.775353999999999796e-06 5.623413000000000466e+02
6.309573000000000320e+02 7.910226000000000385e-06 6.309573000000000320e+02
7.079457999999999629e+02 1.079361999999999916e-05 7.079457999999999629e+02
7.943282000000000380e+02 1.467405999999999957e-05 7.943282000000000380e+02
8.912509000000000015e+02 1.987806999999999991e-05 8.912509000000000015e+02
9.999999000000000251e+02 2.683328999999999868e-05 1.000000000000000000e+03
1.122018000000000029e+03 3.609802000000000036e-05 1.122018000000000029e+03
1.258924999999999955e+03 4.839893999999999777e-05 1.258924999999999955e+03
1.412537000000000035e+03 6.467901999999999658e-05 1.412538000000000011e+03
1.584893000000000029e+03 8.615841999999999967e-05 1.584893000000000029e+03
1.778278999999999996e+03 1.144114000000000003e-04 1.778278999999999996e+03
1.995261999999999944e+03 1.514634999999999907e-04 1.995261999999999944e+03
2.238721000000000004e+03 1.999139000000000038e-04 2.238721000000000004e+03
2.511885999999999967e+03 2.630889000000000079e-04 2.511885999999999967e+03
2.818382000000000062e+03 3.452344999999999893e-04 2.818382999999999811e+03
3.162277000000000044e+03 4.517573999999999787e-04 3.162277999999999793e+03
3.548132999999999811e+03 5.895243000000000098e-04 3.548134000000000015e+03
3.981070999999999913e+03 7.672367000000000466e-04 3.981072000000000116e+03
4.466835000000000036e+03 9.958941000000000234e-04 4.466836000000000240e+03
5.011871000000000095e+03 1.289369999999999969e-03 5.011872000000000298e+03
5.623412000000000262e+03 1.665122999999999907e-03 5.623412999999999556e+03
6.309570999999999913e+03 2.145076000000000101e-03 6.309573000000000320e+03
7.079454999999999927e+03 2.756698000000000134e-03 7.079457999999999629e+03
7.943279000000000451e+03 3.534340999999999872e-03 7.943282000000000153e+03
8.912504999999999200e+03 4.520866000000000121e-03 8.912509000000000015e+03
9.999995000000000800e+03 5.769658000000000425e-03 1.000000000000000000e+04
1.122018000000000029e+04 7.347072999999999972e-03 1.122018000000000029e+04
1.258925000000000000e+04 9.335437000000000249e-03 1.258925000000000000e+04
1.412536000000000058e+04 1.183670000000000035e-02 1.412537999999999920e+04
1.584892000000000007e+04 1.497687999999999971e-02 1.584893000000000029e+04
1.778277999999999884e+04 1.891150000000000123e-02 1.778279000000000087e+04
1.995259999999999854e+04 2.383211999999999831e-02 1.995261999999999898e+04
2.238718000000000029e+04 2.997431999999999874e-02 2.238720999999999913e+04
2.511883000000000175e+04 3.762734999999999691e-02 2.511886000000000058e+04
2.818379000000000087e+04 4.714576000000000183e-02 2.818383000000000175e+04
3.162272000000000116e+04 5.896347999999999867e-02 3.162277999999999884e+04
3.548126999999999680e+04 7.361080000000000401e-02 3.548133999999999651e+04
3.981063999999999942e+04 9.173476999999999326e-02 3.981072000000000116e+04
4.466826000000000204e+04 1.141237999999999975e-01 4.466836000000000058e+04
5.011859999999999854e+04 1.417370000000000019e-01 5.011872000000000116e+04
5.623397000000000116e+04 1.757399000000000044e-01 5.623412999999999738e+04
6.309554000000000087e+04 2.175467000000000095e-01 6.309573000000000320e+04
7.079433000000000175e+04 2.688708000000000209e-01 7.079458000000000175e+04
