0.0000000000000000e+00	4.0454776839500869e-02
5.2576050251256284e-03	4.0452549472067736e-02
9.8322190452261315e-03	4.0446987512401451e-02
1.4976850954773869e-02	4.0436704992130104e-02
2.0155584824120606e-02	4.0422050155906941e-02
2.5309705075376884e-02	4.0403180307031841e-02
3.0088234321608037e-02	4.0381870297581106e-02
3.5036124572864320e-02	4.0355940637214115e-02
4.0153239748743720e-02	4.0324993592176631e-02
4.5253944271356782e-02	4.0289972072492609e-02
5.0500645829145735e-02	4.0249607849833287e-02
5.5121943417085428e-02	4.0210415888837295e-02
6.0324429949748751e-02	4.0162224898169729e-02
6.5548278391959799e-02	4.0109508218158015e-02
7.0582424321608050e-02	4.0054612872454813e-02
7.5153911105527632e-02	4.0001291151326335e-02
8.0589851055276385e-02	3.9933598035376466e-02
8.5194805226130654e-02	3.9872618787776017e-02
9.0551461658291463e-02	3.9797505103018820e-02
9.5293010251256277e-02	3.9727278304110145e-02
1.0049524055276382e-01	3.9646204333235992e-02
1.0544899402010051e-01	3.9565104003129688e-02
1.1061771608040202e-01	3.9476446519594768e-02
1.1536421643216081e-01	3.9391414502027974e-02
1.2048395829145729e-01	3.9295831388126257e-02
1.2580193120603014e-01	3.9192320698213330e-02
1.3043124226130653e-01	3.9098725028467826e-02
1.3543102502512563e-01	3.8994009632496780e-02
1.4059628984924621e-01	3.8881890751107519e-02
1.4564949376884423e-01	3.8768353543262080e-02
1.5053872839195981e-01	3.8654896267452513e-02
1.5596738984924624e-01	3.8524793761765416e-02
1.6084528361809045e-01	3.8404209440111338e-02
1.6605347638190956e-01	3.8271638902029163e-02
1.7077287311557787e-01	3.8148124706316407e-02
1.7593242030150755e-01	3.8009433434952944e-02
1.8078715211055274e-01	3.7875471529910623e-02
1.8586174567839198e-01	3.7731878988858977e-02
1.9082308844221105e-01	3.7587996054802578e-02
1.9601715452261306e-01	3.7433691070282327e-02
2.0101965748743719e-01	3.7281554432439738e-02
2.0613543929648243e-01	3.7122428637469847e-02
2.1120885984924626e-01	3.6961112096834156e-02
2.1587080643216081e-01	3.6809825885934420e-02
2.2121392331658293e-01	3.6632871927605955e-02
2.2599287075376884e-01	3.6471408297705871e-02
2.3108822547738694e-01	3.6295965192747935e-02
2.3596513010050252e-01	3.6124895678871179e-02
2.4138030592964826e-01	3.5931375495564931e-02
2.4606945030150754e-01	3.5760798887967765e-02
2.5139167110552763e-01	3.5563854483129577e-02
2.5624229758793970e-01	3.5381303759016380e-02
2.6154812065326632e-01	3.5178322961824611e-02
2.6612614864321604e-01	3.5000447114305465e-02
2.7133998814070354e-01	3.4794816289438257e-02
2.7637629969849248e-01	3.4593140298087695e-02
2.8140932115577894e-01	3.4388644297430285e-02
2.8642382703517588e-01	3.4182005201846777e-02
2.9124119733668341e-01	3.3980804613027472e-02
2.9644890221105530e-01	3.3760383298236558e-02
3.0141222256281408e-01	3.3547524690216740e-02
3.0663588351758797e-01	3.3320613965359513e-02
3.1136455457286433e-01	3.3112690461971822e-02
3.1659062130653265e-01	3.2880160226157008e-02
3.2159628256281408e-01	3.2654786614322119e-02
3.2658975989949751e-01	3.2427421316474928e-02
3.3180546633165831e-01	3.2187275094491603e-02
3.3660932236180907e-01	3.1963727297443956e-02
3.4152912804020102e-01	3.1732476000803124e-02
3.4696117809045229e-01	3.1474485207983967e-02
3.5187945447236180e-01	3.1238532714371402e-02
3.5690931331658293e-01	3.0994951221426488e-02
3.6202455020100505e-01	3.0744922792642338e-02
3.6672644829145734e-01	3.0513083719559495e-02
3.7173851939698493e-01	3.0263871317697418e-02
3.7671243829145729e-01	3.0014480541855685e-02
3.8203298542713571e-01	2.9745474667729751e-02
3.8672813778894471e-01	2.9506214752338059e-02
3.9214536894472363e-01	2.9228030224213362e-02
3.9703400241206027e-01	2.8975082086234009e-02
