1.179999999999999962e+39 5.299958284184591406e+13 2.619918328000000000e+15
1.169999999999999994e+39 5.233042605229032031e+13 2.593252416000000000e+15
1.160000000000000027e+39 5.166467917910850000e+13 2.566643957000000000e+15
1.150000000000000059e+39 5.101148328784798438e+13 2.540092342000000000e+15
1.139999999999999940e+39 5.037362719136825781e+13 2.513596997000000000e+15
1.129999999999999973e+39 4.973041495328971094e+13 2.487156807000000000e+15
1.120000000000000005e+39 4.908321452122373438e+13 2.460774794000000000e+15
1.110000000000000037e+39 4.845634438647596875e+13 2.434449671000000000e+15
1.100000000000000070e+39 4.783194523609918750e+13 2.408180112000000000e+15
1.089999999999999951e+39 4.720777350026736719e+13 2.381967999000000000e+15
1.079999999999999983e+39 4.659767430643499219e+13 2.355812452000000000e+15
1.070000000000000016e+39 4.598858272849338281e+13 2.329712807000000000e+15
1.060000000000000048e+39 4.538890681813312500e+13 2.303670577000000000e+15
1.049999999999999929e+39 4.479585482509857031e+13 2.277683563000000000e+15
1.039999999999999961e+39 4.420708888247143750e+13 2.251753756000000000e+15
1.029999999999999994e+39 4.363089071165494531e+13 2.225879438000000000e+15
1.020000000000000026e+39 4.305968624780803125e+13 2.200060977000000000e+15
1.010000000000000058e+39 4.249310534563654688e+13 2.174298121000000000e+15
9.999999999999999397e+38 4.193361961259550781e+13 2.148591306000000000e+15
9.899999999999999720e+38 4.138254729421832812e+13 2.122939799000000000e+15
9.800000000000000044e+38 4.083953406709464062e+13 2.097343759000000000e+15
9.700000000000000367e+38 4.030122620367851562e+13 2.071802519000000000e+15
9.600000000000000691e+38 3.976927033704089062e+13 2.046316903000000000e+15
9.499999999999999503e+38 3.924675179015469531e+13 2.020885926000000000e+15
9.399999999999999826e+38 3.872978646857176562e+13 1.995509745000000000e+15
9.300000000000000150e+38 3.821566372309904688e+13 1.970188187000000000e+15
9.200000000000000473e+38 3.771750433487803125e+13 1.944921983000000000e+15
9.099999999999999285e+38 3.722581764371360938e+13 1.919708161000000000e+15
8.999999999999999608e+38 3.673251505087276562e+13 1.894549424000000000e+15
