0.0000000000000000e+00	5.9683103659460744e-02
5.2576050251256284e-03	5.9679804180951784e-02
9.8322190452261315e-03	5.9671565341479584e-02
1.4976850954773869e-02	5.9656335099610491e-02
2.0155584824120606e-02	5.9634631116118178e-02
2.5309705075376884e-02	5.9606688864477120e-02
3.0088234321608037e-02	5.9575138952441389e-02
3.5036124572864320e-02	5.9536757700055440e-02
4.0153239748743720e-02	5.9490961380598451e-02
4.5253944271356782e-02	5.9439150874837698e-02
5.0500645829145735e-02	5.9379456598811199e-02
5.5121943417085428e-02	5.9321516612211862e-02
6.0324429949748751e-02	5.9250300618743638e-02
6.5548278391959799e-02	5.9172431723564650e-02
7.0582424321608050e-02	5.9091383580508430e-02
7.5153911105527632e-02	5.9012696680529816e-02
8.0589851055276385e-02	5.8912855625348017e-02
8.5194805226130654e-02	5.8822968240425294e-02
9.0551461658291463e-02	5.8712312487590249e-02
9.5293010251256277e-02	5.8608922420631315e-02
1.0049524055276382e-01	5.8489642427941482e-02
1.0544899402010051e-01	5.8370408768433281e-02
1.1061771608040202e-01	5.8240161671212473e-02
1.1536421643216081e-01	5.8115335722959682e-02
1.2048395829145729e-01	5.7975131512750716e-02
1.2580193120603014e-01	5.7823430457028480e-02
1.3043124226130653e-01	5.7686377779009479e-02
1.3543102502512563e-01	5.7533173972641009e-02
1.4059628984924621e-01	5.7369291883991959e-02
1.4564949376884423e-01	5.7203497595811559e-02
1.5053872839195981e-01	5.7037981088190720e-02
1.5596738984924624e-01	5.6848379007432892e-02
1.6084528361809045e-01	5.6672835279691781e-02
1.6605347638190956e-01	5.6480049110477555e-02
1.7077287311557787e-01	5.6300626729914045e-02
1.7593242030150755e-01	5.6099379182118533e-02
1.8078715211055274e-01	5.5905215681099095e-02
1.8586174567839198e-01	5.5697333921512368e-02
1.9082308844221105e-01	5.5489279711512594e-02
1.9601715452261306e-01	5.5266429377957574e-02
2.0101965748743719e-01	5.5046986605594768e-02
2.0613543929648243e-01	5.4817753906198009e-02
2.1120885984924626e-01	5.4585667208195181e-02
2.1587080643216081e-01	5.4368285534539436e-02
2.2121392331658293e-01	5.4114356674439507e-02
2.2599287075376884e-01	5.3882968889672693e-02
2.3108822547738694e-01	5.3631883034297473e-02
2.3596513010050252e-01	5.3387390273099834e-02
2.4138030592964826e-01	5.3111205062809481e-02
2.4606945030150754e-01	5.2868108158159274e-02
2.5139167110552763e-01	5.2587830712947009e-02
2.5624229758793970e-01	5.2328414488357219e-02
2.6154812065326632e-01	5.2040387912722218e-02
2.6612614864321604e-01	5.1788346956538070e-02
2.7133998814070354e-01	5.1497396097392505e-02
2.7637629969849248e-01	5.1212471666178469e-02
2.8140932115577894e-01	5.0923994185285815e-02
2.8642382703517588e-01	5.0632929761058328e-02
2.9124119733668341e-01	5.0349942761722007e-02
2.9644890221105530e-01	5.0040388986900976e-02
3.0141222256281408e-01	4.9741914319504171e-02
3.0663588351758797e-01	4.9424225393044807e-02
3.1136455457286433e-01	4.9133558334505584e-02
3.1659062130653265e-01	4.8808982889039954e-02
3.2159628256281408e-01	4.8494885075024745e-02
3.2658975989949751e-01	4.8178491900348466e-02
3.3180546633165831e-01	4.7844830046852103e-02
3.3660932236180907e-01	4.7534700711726725e-02
3.4152912804020102e-01	4.7214354779977742e-02
3.4696117809045229e-01	4.6857523574970410e-02
3.5187945447236180e-01	4.6531679446845234e-02
3.5690931331658293e-01	4.6195798302384024e-02
3.6202455020100505e-01	4.5851545254285780e-02
3.6672644829145734e-01	4.5532797284171686e-02
3.7173851939698493e-01	4.5190649356132685e-02
3.7671243829145729e-01	4.4848751701562523e-02
3.8203298542713571e-01	4.4480507707733583e-02
3.8672813778894471e-01	4.4153448789027390e-02
3.9214536894472363e-01	4.3773721062175683e-02
3.9703400241206027e-01	4.3428934506834632e-02
4.0187104969849247e-01	4.3085878103146999e-02
4.0707242944723615e-01	4.2714933521790843e-02
4.1229484984924625e-01	4.2340425585102710e-02
4.1704647914572862e-01	4.1997945890334884e-02
4.2209249839195984e-01	4.1632504463600013e-02
4.2701692000000002e-01	4.1274200516686316e-02
4.3235504497487437e-01	4.0884005037392319e-02
4.3697400723618091e-01	4.0544932669963604e-02
4.4227905331658290e-01	4.0153909532711959e-02
4.4726607552763820e-01	3.9784844726262598e-02
4.5220492854271355e-01	3.9417990536021734e-02
4.5714771045226132e-01	3.9049554869285373e-02
